1:52:57	ARS 50.00	UC__HNc2Q9t6fH5cXnqrH-lw	💗🥄ケンジ 【一般紳士A】	迷宮の上で大きな幽霊やカボチャの立ち絵を作ったほうがいいかも:ghost:？
2:37:01	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、新しい部屋もかわいい、今日のASMRは癒されます、ありがとう、大好きだよ
1:51:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のASMRも幸せです、お耳ハム助かる、癒される、大好きだよ:_ふにゃふにゃりん:
2:35:47	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	2000人おめでとう
1:56:33	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、今日も幸せです、ありがとう、大好きだよ:_ふにゃふにゃりん:
2:38:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日も幸せです、たくさんの音助かる、ありがとう、大好きだよ:_ふにゃふにゃりん:
4:29:43	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、配信後はゆっくり休んでね
2:01:47	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのasmrは優しい、今日も幸せです、ありがとう、りんちゃん大好き:_ふにゃふにゃりん:
3:44:38	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ゆっくり休んでね、おやすみなさい□
30:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日は可愛すぎる、ドキドキ:beating_heart:、大好き:_ふにゃふにゃりん:(昇天)
10:08	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、登録者4万人近くおめでどう、頑張ってね、大好きだよ:_ふにゃふにゃりん:
1:13:38	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	私はMです、お耳大丈夫:_わらい:
2:22:27	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん可愛い、助かる（再び昇天）:_ふにゃふにゃりん:
2:35:22	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日は楽しかった、りんちゃんの歌声が可愛い、お疲れ様、大好きだよ:_ふにゃふにゃりん:
28:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、５ヶ月おめでどう、くしゃみasmrありがとう:_わらい:、LOLは頑張ってね
6:03:38	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様、りんちゃんがゲームをしているのを見て何かを学びました（多分)、大好きだよ
2:33:59	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のasmrも幸せ、はむはむ癒される、ありがとう、大好きだよ
23:24	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい:_ふにゃふにゃりん::_わらい:
2:43:24	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日りんちゃんの歌声がかわいい、ありがとう、りんちゃん大好きだよ:_ふにゃふにゃりん:
2:55:58	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	浮気してないよ、りんちゃん大好き
1:58:39	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のasmrも優しい、幸せな時間過ごしました、ありがとう。 りんちゃん大好き
12:25	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、大好きだよ
1:51:33	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのASMRの優しさは以前から今までずっとありました。今日も幸せ、りんちゃん大好き
3:14:12	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のお耳ハムと心音助かる、お疲れ様でした、ありがとう、りんちゃん大好きだよ
6:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい
2:32:55	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	昇天、:smiling_face_with_halo:ここは天国ですか
3:30:04	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも優しい、幸せな時間を過ごした、ありがとう。りんちゃん大好きだよ
6:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、綺麗、大好き:_ふにゃふにゃりん:
2:19:02	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日りんちゃん歌声がかわいい。画面がはっきりしていて、とてもスムーズです。りんちゃん大好きだよ
4:49	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、無理しないでね、大好き
2:05:48	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	水着助かる、りんちゃんかわいいｗ、大好き
3:16:11	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のasmrも癒される、お耳ハムと心音気持ちいい、ありがとう、ゆっくり休んでね、大好き
4:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、大好き
3:09:16	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のasmrもすごく幸せ、心音とカウントアップ助かる、癒される、ありがとう、りんちゃん大好きだよ
0:52	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	5万人おめでとう:party_popper:、今日も頑張ってね
46:02	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	悲鳴助かる、頑張ってね:_わらい:
1:33:12	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ファイト!:_ふにゃふにゃりん:
1:59:36	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんは頑張ったね、今日は楽しかった、ありがとう。りんちゃん今日もかわいい、大好き
6:33	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日も頑張ってね
3:18:22	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のasmrも癒される、耳ハム気持ちいい、お疲れ様でした、ありがとう。りんちゃん大好きだよ。
2:00:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様でした:_ふにゃふにゃりん:
7:18	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、お菓子作り頑張ってね:_ふにゃふにゃりん:
1:06:08	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好き:_ふにゃふにゃりん:
1:40:17	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日はりんちゃんもかわいい、大好きだよ。これからも応援するよ:_ふにゃふにゃりん:
1:40:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	幸せ(昇天:smiling_face_with_halo:)
3:12:48	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	記録ポイント、助かる
3:21:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日はすごく可愛い、ASMRも癒される、ありがとう。りんちゃん大好きだよ
3:25:13	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日の心音とお腹の音助かるｗ、お疲れ様でした
2:36:22	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、大好き
3:17:22	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日も幸せな時間の過ごしました、ありがとう。りんちゃん大好きだよ
14:23	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	メンヘラりんちゃんもかわいい、大好き:_ふにゃふにゃりん:
1:44:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	大好きだよ:_ふにゃふにゃりん:
1:54:45	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日も楽しかった、りんちゃんの歌声がかわいい、ありがとう。りんちゃん大好きだよ:_ふにゃふにゃりん:
15:22	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日も頑張ってね
1:43:20	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんの耳ハムはすごく気持ちいい、ありがとう…(天の声:smiling_face_with_halo:)
3:18:15	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日も幸せな時間を過ごしました、久しぶりのASMRは癒される、ありがとう。りんちゃん大好きだよ 
23:46	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	幸せ:_たべたっ:
3:26:31	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも癒される、ありがとう。りんちゃんお疲れ様、ゆっくり休んでね、大好き
22:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのくしゃみかわいい
3:23:45	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日は楽しかった、お疲れ様、ゆっくり休んでね:_ふにゃふにゃりん:りんちゃん大好きだよ
35:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	55000人おめでとう:party_popper::confetti_ball:、これからも頑張ってね
3:22:37	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日のASMRも癒される、すごく幸せな時間、ありがとう。 りんちゃん大好きだよ 
2:04:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日は楽しかった、ありがとう
14:53	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	12月の最初の耳ハムありがとう、幸せ
43:12	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ありがとうございます:folded_hands:
1:46:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	気持ちいい(再び昇天):smiling_face_with_halo:
3:41:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも癒される、すごく幸せな時間を過ごした、ありがとう りんちゃん大好きだよ
3:54:18	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい
2:05:04	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日は楽しかった、りんちゃんが描いた絵がかわいい。りんちゃん大好きだよ:_ふにゃふにゃりん:
1:51:55	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	メン限りんちゃんはもう少しで飛び出すところだったのか?ｗ
3:24:31	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRはとっても幸せです、ありがとう。りんちゃん大好きだよ
2:58:42	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ばぶりんちゃんかわいい
3:20:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも癒される、ありがとう。りんちゃん大好きだよ。
7:07	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	:camera_with_flash::camera_with_flash::camera_with_flash:
9:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	許します:_ふにゃふにゃりん:
11:54	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい:camera_with_flash::camera_with_flash::camera_with_flash:
46:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい:_わらい:
1:30:25	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日の雑談は楽しかった:_ふにゃふにゃりん:、ありがとう、お疲れ様。りんちゃん大好きだよ。
2:12:04	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんの配信を聞くたびに、あと10年は頑張れる気がします。
2:33:54	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日の配信お疲れ様、ゆっくり休んでね。りんちゃん大好きだよ:_ふにゃふにゃりん:
17:53	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、今日も頑張ってね
49:17	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ありがとうございます:folded_hands:
29:20	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、頑張ってね
1:30:28	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのクリスマスボイスがかわいい
3:26:06	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ありがとう、助かる:smiling_face:
1:12:37	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	神様□
2:33:59	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	メンヘラりんちゃん助かる:_ふにゃふにゃりん:
3:03:51	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日はりんちゃんが歌がうまいし、かわいい。ありがとう。りんちゃん大好きだよ:_ふにゃふにゃりん:
36:36	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	大丈夫だよ、悲鳴助かる:_ふにゃふにゃりん:
1:22:52	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	低血糖に気をつけてね:bento_box:
1:40:27	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんの耳ハム好き:_たべたっ:ありがとう
4:15:30	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~ 今日のASMRは癒やされる、ありがとう。ゆっくり休んでね。りんちゃん大好きだよ
23:17	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好きだよ:_ふにゃふにゃりん:今年本当にありがとう
52:33	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	妹の声が聞こえたらそのまま昇天するだろう:_わらい:
1:36:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
2:01:00	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今年初めて正常なスパチャ。今日もありがとう:_ふにゃふにゃりん:
1:37:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみかわいい、助かる:_ふにゃふにゃりん:
3:53:07	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おめでとう□
1:27:03	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん頑張って:_ふにゃふにゃりん:
2:00:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんおめでとう:_ふにゃふにゃりん:
1:18:27	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おかえり:_ふにゃふにゃりん:
2:42:10	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	水着姿ありがとう、助かる:_てれりん:
41:52	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい、助かる
1:18:05	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、大好き
1:29:18	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみASMRありがとう:smiling_face:
3:21:10	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRは癒される、いつもありがとう。りんちゃん大好きだよ、ゆっくり休んでね
10:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんおかえり～□　今日は無理しないでね:_ふにゃふにゃりん:
2:14:47	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様。今日も幸せな時間を過ごしました、ありがとう。りんちゃん大好き、ゆっくり休んでね
8:09	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	無理しないでね
2:56:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	高評価1000おめでとう:party_popper::confetti_ball:
40:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	バカ助かる
3:22:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日のASMRは癒された。幸せな時間を過ごさせてくれてありがとう。りんちゃん大好きだよ
3:37:26	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんゆっくり休んでね
3:40:46	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	すりすり助かる
2:58:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様、楽しかった
49:53	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好き:_ふにゃふにゃりん:
1:38:59	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる、寒い?
1:51:20	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
1:29	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん頑張ってね:_ふにゃふにゃりん:
22:35	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん無事で良かったよ
2:24:06	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい□
5:10	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい:_ふにゃふにゃりん:
37:36	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる:_ふにゃふにゃりん:
2:51:37	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる
1:54:32	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんありがとう、大好きだよ:_ふにゃふにゃりん:
2:32:38	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい:_ふにゃふにゃりん:
2:42:39	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい:_ふにゃふにゃりん:
2:48:03	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ハムハム助かる
14:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かんぱーい:_お水のむりん:
1:29:45	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい:_わらい:生活音助かる
1:34:56	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	酔っ払ったりんちゃんが可愛い:_わらい:
1:42:26	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好き
21:58	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	耳ハム気持ちいい:_ふにゃふにゃりん:
10:46	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	11ヵ月記念おめでとう！りんちゃん今日もかわいい、大好きだよ。無理しないでね
1:07:23	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい:_ふにゃふにゃりん:
32:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる
3:21:46	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~りんちゃんのASMRは癒された、今日もありがとう。りんちゃん大好きだよ
8:28	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	丶(・ω・｀) ﾖｼﾖｼ　元気出してね
14:23	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好き
3:22:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日も幸せな時間を過ごしてくれてありがとう。りんちゃん大好きだよ、ゆっくり休んでね
48:45	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる
2:21:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	三人ともお疲れ様、今日は楽しかった
-17:23	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	:_ふにゃふにゃりん:
1:52:53	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日も楽しかった、ありがとう:_ふにゃふにゃりん:
2:34:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日のASMRは癒された、ありがとう。りんちゃんゆっくり休んでね、大好きだよ
37:34	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日は無理しないでね、大好き:_ふにゃふにゃりん:
2:28:43	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんの声かわいい、大好き:_ふにゃふにゃりん:
3:57:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~りんちゃんの歌枠最高、今日も楽しかった、ありがとう。りんちゃん大好きだよ
1:16:21	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる
3:19:19	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日も幸せです、ありがとう。りんちゃん大好きだよ、ゆっくり休んでね
3:37	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	かわいい:_うれしいうさぎ:
1:09:46	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	説明お疲れ様でした
13:51	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい:_ふにゃふにゃりん:
32:59	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	バカ助かる、かわいい:_ふにゃふにゃりん:
4:04:32	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	ゆっくり休んでね、おやすみ:_ふにゃふにゃりん:
57:02	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	チャンピオンおめでとう
1:31:18	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	すごく楽しかった、ありがとう:_ふにゃふにゃりん:
6:34:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	えぺお疲れ様、楽しかった:_ふにゃふにゃりん:
1:57	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くまぽんず頑張れ !
3:25:16	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~久しぶりのASMRは癒された、幸せな時間を過ごしてくれてありがとう。りんちゃん大好き
6:57	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くまぽんず頑張れ！
6:25:04	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様でした、楽しかった
17:14	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい、大好き
2:15:43	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日もありがとう、ASMRは癒された。りんちゃん大好き
8:15	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くまぽんず頑張れ
7:05:24	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様でした、楽しかった
9:40	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お疲れ様、りんちゃん今日もかわいい:_ふにゃふにゃりん:
40:42	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	くしゃみ助かる、かわいい:_ふにゃふにゃりん:
1:43:41	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	お腹の音かわいい:_ふにゃふにゃりん:
45:27	NT$30.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい:_ふにゃふにゃりん:
1:35:13	NT$300.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
32:57	NT$300.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好き:_ふにゃふにゃりん:
26:14	NT$500.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もかわいい:_ふにゃふにゃりん:
3:37:15	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のasmrは面白かった、ありがとう、なぜ眠気がなくなったのかわからない:_わらい:。 りんちゃん配信後は目をゆっくり休んでね、お休みなさい、大好きだよ:_ふにゃふにゃりん:
2:03:02	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、私は初心者です。キーボードに問題があるため、私の話ができません:_なきりん:、ごめん。今日は楽しかった、ありがとう、りんちゃん大好きだよ:_ふにゃふにゃりん:
1:39:43	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
7:09	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、デビュー７ヶ月おめでとう:party_popper:、いつもありがとう:_ふにゃふにゃりん:
2:18:24	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日は楽しかった、お疲れ様でした、ゆっくり休んでね。りんちゃん大好きだよ:_ふにゃふにゃりん:
13:12	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんおかえりなさい、５万人おめでとう□。りんちゃん今日もかわいい:_ふにゃふにゃりん:
15:45	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんありがとう、楽しかった。新しい地図はよく分かりません。ごめん:_なきりん:
7:53	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	デビュー８ヶ月おめでとう:party_popper::_ふにゃふにゃりん:りんちゃん今日もかわいい
3:38:22	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん、今日のASMRも癒される、幸せな時間を過ごした、休日はゆっくり休んでね。ありがとう。りんちゃん今日もかわいい、大好きだよ:smiling_face:
3:53:07	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様、今日は楽しかった、沢山悲鳴助かる、ありがとう:_ふにゃふにゃりん:
3:30:33	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも癒される、ありがとう。りんちゃん大好きだよ、ゆっくり休んでね
9:42	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	５.5万人おめでとう:party_popper:、りんちゃん今日もかわいい:_ふにゃふにゃりん:
14:52	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日の1 on 1 ありがとう。幸せな時間を過ごした。私は頑張ります。りんちゃん大好きだよ:_ふにゃふにゃりん:
1:36:02	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
3:43:59	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん～９ヵ月おめでとう。今日も楽しかった:_ふにゃふにゃりん:ありがとう。ゆっくり休んでね。りんちゃん大好きだよ□今年もよろしくね
2:17:32	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん頑張ったね□悲鳴助かる、ありがとう:_ふにゃふにゃりん:りんちゃん今日もかわいい。
3:40:59	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~ 今日も幸せな時間を過ごしました:smiling_face:耳ハムと心音好き。今日もありがとう。りんちゃん大好きだよ
2:23:39	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん頑張ったね、偉い□2章クリアおめでとう！今日も楽しかった、ありがとう:_ふにゃふにゃりん:
2:43:40	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん～りんちゃん頑張ったね:_ふにゃふにゃりん:。今日もありがとう。りんちゃん大好きだよ。ゆっくり休んでね
3:23:51	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日のASMRは癒された、心音助かる。ありがとう。りんちゃん大好き、ゆっくり休んでね
3:20:00	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日のASMRは癒された、ありがとう。りんちゃん大好きだよ、ゆっくり休んでね、おやすみなさい:zzz:
2:05:16	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん今日もありがとう。体調第一、ゆっくり休んでね。りんちゃん大好きだよ
27:51	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんお疲れ様:_ふにゃふにゃりん:
2:56:03	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	​りんちゃん10ヶ月おめでとう:confetti_ball:、大好きだよ:_ふにゃふにゃりん:
